1,12014,
1,12028,
1,11982,
1,13051,
1,10105,
1,12080,
1,12004,
1,11973,
1,12355,
1,12353,
1,13077,
1,12152,
1,13076,
1,12065,
1,11959,
1,12044,
1,11988,
1,11955,
1,14486,
1,12083,
2,11927,
2,12048,
2,12189,
2,15086,
2,10091,
2,12054,
2,12069,
2,11998,
2,12167,
2,12308,
2,12085,
2,12123,
2,12135,
2,12341,
2,14509,
2,12087,
2,14834,
2,14805,
2,10127,
2,13112,
3,12153,
3,12162,
3,14892,
3,12119,
3,13023,
3,12128,
3,12131,
3,11921,
3,12103,
3,13087,
3,15142,
3,15069,
3,11970,
3,12198,
3,12089,
3,12086,
3,14835,
3,13126,
3,12082,
3,13060,
4,12117,
4,13031,
4,11918,
4,11945,
4,10090,
4,14931,
4,10102,
4,12092,
4,10089,
4,12351,
4,12037,
4,14464,
4,12084,
4,10103,
4,11993,
4,12141,
4,14973,
4,14552,
4,12070,
4,14463,
5,12197,
5,10131,
5,11962,
5,12187,
5,12106,
5,12100,
5,13032,
5,12076,
5,12043,
5,12118,
5,13063,
5,12021,
5,12038,
5,12177,
5,11949,
5,15068,
5,12071,
5,14452,
5,11958,
5,12011,
6,12127,
6,11937,
6,12166,
6,12111,
6,12132,
6,12179,
6,12147,
6,12099,
6,14668,
6,12201,
6,12066,
6,12193,
6,12072,
6,13022,
6,13102,
6,14737,
6,12184,
6,12077,
6,14786,
6,12025,
7,14523,
7,14793,
7,13118,
7,14713,
7,13052,
7,12311,
7,12157,
7,12067,
7,12202,
7,14577,
7,12199,
7,12042,
7,12145,
7,12061,
7,10093,
7,13123,
7,12039,
7,11924,
7,11940,
7,12346,
8,12052,
8,12032,
8,13110,
8,12029,
8,13108,
8,13028,
8,12108,
8,12110,
8,12347,
8,11961,
8,12059,
8,12049,
8,13090,
8,11981,
8,13061,
8,12095,
8,15117,
8,12009,
8,11986,
8,12041,
9,15106,
9,11931,
9,10092,
9,12034,
9,12185,
9,14738,
9,14804,
9,12338,
9,12337,
9,13059,
9,13039,
9,12040,
9,12149,
9,10292,
9,13071,
9,12350,
9,11934,
9,12336,
9,12137,
9,10088,
10,11977,
10,12105,
10,12136,
10,13027,
10,13033,
10,14657,
10,11956,
10,12101,
10,12125,
10,14918,
10,11996,
10,12068,
10,11984,
10,11920,
10,12181,
10,12017,
10,12033,
10,12183,
10,12126,
10,12357,
11,12018,
11,12287,
11,13105,
11,13119,
11,14718,
11,11966,
11,11950,
11,12172,
11,12142,
11,12001,
11,12093,
11,11997,
11,12114,
11,13040,
11,12097,
11,11936,
11,12121,
11,14648,
11,14881,
11,12026,
12,11912,
12,11948,
12,13024,
12,13041,
12,11964,
12,14717,
12,12180,
12,12139,
12,12003,
12,12000,
12,12102,
12,12096,
12,12159,
12,12359,
12,13109,
12,14522,
12,12163,
12,11963,
12,11975,
12,11954,
13,12090,
13,12191,
13,11938,
13,10104,
13,12138,
13,12186,
13,12352,
13,12073,
13,11930,
13,13124,
13,12115,
13,12060,
13,12354,
13,12190,
13,12012,
13,12358,
13,12168,
13,14665,
13,12329,
13,14493,
14,14637,
14,12178,
14,12170,
14,12078,
14,12182,
14,13038,
14,12173,
14,12192,
14,12169,
14,11916,
14,11992,
14,12156,
14,12031,
14,13053,
14,12013,
14,11942,
14,12171,
14,13050,
14,13055,
14,14806,
15,13029,
15,13062,
15,14796,
15,11933,
15,12019,
15,10100,
15,13086,
15,11983,
15,12107,
15,12273,
15,10124,
15,12015,
15,11980,
15,15103,
15,11978,
15,12165,
15,11917,
15,12188,
15,12344,
15,13075,
16,12271,
16,12261,
16,13070,
16,14640,
16,14972,
16,11965,
16,12143,
16,14891,
16,12335,
16,12116,
16,15177,
16,15114,
16,12310,
16,12269,
16,14609,
16,14922,
16,14636,
16,11979,
16,11991,
16,13107,
17,12264,
17,15006,
17,11990,
17,12027,
17,14839,
17,12267,
17,10126,
17,13091,
17,12007,
17,12160,
17,14797,
17,14470,
17,12343,
17,11923,
17,12260,
17,11999,
17,12016,
17,12176,
17,12259,
17,12151,
18,13047,
18,13078,
18,12340,
18,11922,
18,12161,
18,12272,
18,12349,
18,13064,
18,12257,
18,15095,
18,10098,
18,12196,
18,12342,
18,14638,
18,14562,
18,12008,
18,13125,
18,12247,
18,12064,
18,12268,
19,12006,
19,12262,
19,12120,
19,12200,
19,12124,
19,12265,
19,11952,
19,15032,
19,12023,
19,12030,
19,12146,
19,12010,
19,12158,
19,12055,
19,12266,
19,12133,
19,12074,
19,12345,
19,12263,
19,12164,
20,13120,
20,12270,
20,12256,
20,13069,
20,11969,
20,12112,
20,12220,
20,12348,
20,14882,
20,12194,
20,14810,
20,12005,
20,15148,
20,12088,
20,14970,
20,14480,
20,12231,
20,12255,
20,12227,
20,12020,
21,12244,
21,11968,
21,12254,
21,12253,
21,11972,
21,12022,
21,11957,
21,11919,
21,14524,
21,10097,
21,12230,
21,12224,
21,13058,
21,11994,
21,12333,
21,12217,
21,12239,
21,12223,
21,12222,
21,10115,
22,12292,
22,12277,
22,12309,
22,12218,
22,12225,
22,12241,
22,12213,
22,10119,
22,12140,
22,12289,
22,12312,
22,12205,
22,12221,
22,14581,
22,12229,
22,12203,
22,12204,
22,12208,
22,12339,
22,12232,
23,12245,
23,12215,
23,12233,
23,14917,
23,13037,
23,13046,
23,12237,
23,12212,
23,12210,
23,12228,
23,12214,
23,12304,
23,12302,
23,13106,
23,12236,
23,10533,
23,14700,
23,12303,
23,12240,
23,12242,
24,12306,
24,12216,
24,12154,
24,10125,
24,12243,
24,12947,
24,12293,
24,12226,
24,12235,
24,12148,
24,12948,
24,12246,
24,12360,
24,12249,
